id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
10324,973,sạch,18/10/2022,20:06,5,422204904
10325,188,không_tặng tẩy,13/08/2022,13:48,4,205100136
10326,4429,sản_phẩm xài đợt rùi mặt chút_đỉnh nhờn_rệt á_sản_phẩm đóng_gói kĩ_hàng mới ủng_hộ shop tiếp,5/4/2024,9:39,5,335100004
10327,2311,sử_dụng_dàng thư giãn độ,5/5/2023,10:01,4,308500009
10328,217,xịn dầu xài srm không_hiệu thử ưng tuần đỡ dầu đỡ mụn hẳn rửa cảm_giác sạch không_căng mặt đổ dầu chữ má khô kết_hợp xài_dưỡng tuyệt_vời đầu hơi đắn_đo giá tiền tiền,5/4/2021,15:22,5,204900056
10329,986,sản_phẩm mẩn đỏ ngứa sài,27/02/2022,16:17,1,422204795
10330,333,tầm giá hồng ẩm khô_dầu mụn xài hồng_mịn hẳn sạch_trị mụn_hiệu mụn lặn đi sạch thông_thoáng thấm dầu đậm dầu_hồng,26/06/2020,19:36,5,422204259
10331,1096,lưu_nhầm giá tẩy không_hình,26/04/2024,9:24,5,422201504
10332,1908,thấm không_nhờn rít dầu mụn ẩm,17/07/2022,14:47,5,100210023
10333,219,sản_phẩm không_đợi cực_kỳ,2/5/2023,1:25,1,422209262
10334,1630,serum thành_lành không_bít_tắc lỗ_chân lông nhẹ mặt thấm không_hề cảm_giác rít đổ dầu mụn blackhead sợi bã nhờn mụn đỏ_tâm_xài yêu,18/09/2023,18:24,5,422206513
10335,182,tẩy sạch toàn dầu nhờn dầu lắm hôm vội kịp tẩy mặt dầu lắm luôn,15/09/2022,12:12,5,205100137
10336,4180,khả_năng kiềm dầu không sản_phẩm không_cồn không_hương_liệu nâng tone nhẹ pbuf hợp giá tiền,23/10/2021,22:37,4,422203143
10337,162,tẩy sạch lại,6/1/2023,0:41,5,422204259
10338,221,không_chống giả,17/02/2022,9:14,4,205100146
10339,3658,mơ sản_phẩm hãng hạt thô_thích hạt mềm không_khô rát thơm thơm hóa học,14/08/2023,4:48,5,100220010
10340,1222,dầu okie lắm thích cảm_giác tí mặt,27/07/2020,14:22,5,422215804
10342,621,hôm mùi hơi chịu không_thích mùi,30/12/2021,13:41,3,422212100
10343,475,aply lớp dưỡng mỏng thấm cực thích không_lớp dưỡng hơi tán lớp finish đẹp không_tông dầu,11/4/2023,9:15,5,422216416
10344,2419,thử đầu êm_giá tiền mùi lắm,3/11/2021,22:17,5,422205163
10345,2754,thích dầu_tẩy tẩy sạch không_bóng dầu,6/6/2022,14:56,5,248700052
10346,708,sản_phẩm tốt,28/04/2023,8:24,5,422216594
10347,1631,sử_dụng dậy môi mềm vscn khô căng môi mốc trắng môi cảm_giác hút ẩm_ngược í,20/09/2024,9:00,3,422205346
10348,1593,a megaduo cải_thiện rõ,12/2/2023,9:09,5,327500002
10349,504,kiến cá_nhân htk dầu chữ ưu_giá hợp_lý khả_năng chống nắng tốt nhược kết_cấu í ẹ lắm màu hồng bôi mỏng không_bôi mặt trắng_bóc kcn không_khô_dính dính mặt lỡ_quẹt mặt móng dính kcn luôn màu tệp bôi kcn không_khô kềm dầu màu trời nhẹ_mặt không_khô đổi,6/11/2022,10:24,3,422210400
10350,2349,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,12:01,5,308500037
10351,1371,thử tuýt sài mặt đổ dầu nhiều khuyên dầu mụn nhờn sài thử tuýt hợp,5/7/2024,10:28,4,422220469
10352,2275,đỉnh,11/3/2021,4:05,5,100230069
10353,792,rát sạch không_thích lắm hơi rít nhạy_cảm không_ưng,4/4/2021,1:56,3,355500011
10355,2291,nổi mụn không,23/09/2020,12:51,3,100150058
10356,2532,eucerin dòng mỹ_phẩm đức_ngờ chất nữa sản_phẩm không_ngoại_lệ mụn đầu trắng đầu đen tuần,15/11/2020,16:10,5,100210020
10357,507,hối_tiếc,21/04/2023,19:51,1,422203146
10358,2355,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,18:26,5,422205160
10359,3341,mịn chất_hợp giá tiền,17/04/2019,18:08,5,223600034
10360,618,kiềm dầu tốt_nhiên nâng tông trắng_bệch phù_hợp trắng_ngâm,12/2/2022,10:55,4,253900006
10361,2415,sản_phẩm tác_dụng dầu,23/01/2022,16:12,5,308500013
10362,2386,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,20:39,5,308500015
10363,688,thích hasaki sản_phẩm tẩy,30/04/2023,18:36,5,200400004
10364,1294,sài mùi thoảng dịu,14/02/2024,14:55,5,253900003
10365,764,hàng đóng_gói cẩn_thận shiper,20/01/2022,17:33,5,422216594
10367,805,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,16:01,5,308500018
10369,2395,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,9:35,5,308500015
10370,2060,xài hợp tán vón nâng tone ít,11/4/2022,16:56,5,422207413
10371,1705,thích,27/09/2024,5:28,5,100220035
10373,618,kiềm dầu tốt_nhiên nâng tông trắng_bệch phù_hợp trắng_ngâm,12/2/2022,10:55,4,422212100
10375,4264,thấm mùi nhẹ ẩm tốt,16/10/2020,11:40,5,377400002
10376,545,không_mặt_nạ tác_dụng thải độc không_đắp mặt,15/05/2021,20:22,4,365000017
10377,2020,tư_vấn,20/11/2022,17:12,5,249500019
10378,121,dưỡng ẩm_phục_hồi tốt dòng dưỡng ẩm_phục_hồi hỗn_hợp khô_tiết dầu,19/11/2023,11:34,5,422203609
10379,3524,tẩy cảm_giác sạch sử_dụng oreal cocon hãng tựa cocon sạch sâu mascara eyeliner,7/8/2023,23:58,5,422205820
10380,3418,trải_nghiệm bình,22/09/2022,16:45,3,422205163
10381,1447,dịu giá_thành ổn,1/5/2023,12:46,5,422210784
10382,672,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,16:47,5,422202253
10384,172,chân,12/11/2022,22:04,5,205100136
10385,1373,bảo sản_xuất hàn_quốc hàng chữ_thái không_hàng giả,12/12/2023,18:07,4,422200306
10386,529,thích sạch đỡ mụn_ẩn hẳn,14/12/2022,18:04,5,100190059
10387,2529,xài tốt không_khô xài lọ lọ mới,21/06/2021,13:26,5,204100019
10388,220,top thiên_khô thích hơi nồng mùi cồn_xíu không_chấp_đc nâng tông nhẹ chỗ chấm mặt khô_tán không_màu độ trắng trôi đánh_xíu phấn,18/01/2022,0:49,5,223600009
10390,34,sản_phẩm tốt,25/04/2023,6:04,5,200400004
10391,408,sản_phẩm tốt,11/4/2023,16:38,5,422216416
10392,730,dầu mụn sài màu hợp chê nhân_viên,23/03/2023,10:11,5,200400003
10393,1808,xài auto không_nổi mụn sạch thần,20/06/2024,19:47,5,422209045
10394,4306,toàn xài,5/12/2023,8:57,5,343100041
10395,139,hadalabo nắp trắng_gợi loreal mê_giây,7/6/2023,10:27,5,422211447
10396,72,hàng giá tốt shiper thương chất vọng tốt,20/10/2021,12:07,5,318900012
10397,2014,ưng dưỡng ẩm tốt nâng tone nhẹ mùi dịu nhẹ mềm,21/11/2022,10:13,5,249500027
10398,494,sản_phẩm hỗ_trợ trị mụn tốt sử_dụng đỡ mụn hẳn hơi,4/4/2021,19:55,5,345800001
10399,2418,chùi đầu mask tâm_lý luôn đeo lổ không_nằm không_sợ rớt ẻm_móc êm dài,15/11/2021,20:17,5,308500013
10401,4155,tẩy chết mặt ổn thơm,17/11/2023,15:39,5,422207812
10402,308,chời siêu_đỉnh sài không_nhiêu,27/12/2020,22:15,5,422204259
10403,2025,nhân_viên tư_vấn màu mụn đỏ thử,19/11/2022,14:01,5,422207413
10404,997,sạch xả bọt,7/6/2022,0:15,5,357100011
10405,2389,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,15:41,5,422205162
10406,2635,sản_phẩm thấm kiên_trì sử_dụng mờ thâm tốt,2/11/2019,10:32,5,371600006
10407,1132,dầu mụn htd bôi lượn_tán đừng phục_hồi ố,10/10/2024,20:52,5,422211241
10408,324,sản_phẩm tẩy tốt mùi thơm nhẹ không_chứa cồn tẩy không_rửa thoáng nhẹ,12/9/2020,17:18,5,422206648
10410,2932,hàng lẻ_miếng,15/10/2024,10:22,5,422217970
10411,494,sử_dụng hình_lô sản_xuất không_mỏng dày,11/12/2022,0:30,4,243300007
10412,916,không_chút,16/07/2020,9:20,1,386000015
10413,1713,hàng đóng_gói cẩn_thận chất miễn chê,22/11/2023,12:11,4,100240016
10414,358,ruột sản_phẩm sử_dụng mặt sạch không_hề mìn khô hasaki rẻ nữa ủng_hộ tiếp,26/10/2018,20:02,5,205100137
10415,2395,mùi hương_mát giá_thành ổn,28/04/2023,9:31,5,204100054
10416,3079,sản_phẩm ổn cầu thử không_xuất_sắc dùng,23/03/2024,21:08,3,249500019
10417,1157,không_hợp_hợp sản_phẩm mặt_nạ giấy banobagi chất mặt_nạ ôm mặt màu trộm_vía_hợp không_kích_ứng,11/6/2024,9:45,5,422207791
10418,351,xài không_rát giá tiền,24/09/2019,23:45,5,422206648
10419,777,bàn thích dịch_vụ hàng hasaki dịch hàng tỉnh,20/09/2021,16:36,5,200400004
10420,601,sản_phẩm shop đóng_gói cẩn_thận mã vạch gốc,1/10/2022,15:08,5,327500002
10421,810,tẩy thử bioderma thực_đợi sạch sâu kích_ứng thử shop đóng_gói cẩn_thận hàng ủng_hộ,16/07/2020,20:25,5,100230057
10422,1108,xài dịu nhẹ êm,22/11/2022,15:14,5,422201504
10423,2694,tư_vấn sài thử ổn rửa không_khô,5/7/2023,14:42,5,248700072
10424,1495,tốt,30/04/2020,20:11,5,204900128
10425,3672,sản_phẩm hạt mặt cảm_giác hạt cứng mỏng,4/9/2019,8:53,4,422206042
10427,400,sản_phẩm tốt,20/04/2023,15:33,5,422208972
10428,691,thích hasaki sản_phẩm tẩy,30/04/2023,18:33,5,100230056
10429,1808,mặt đc_tẩy sạch,3/7/2024,21:08,5,249500001
10430,2926,đắp ngủ dậy rửa mặt mặt ẩm_hiệu ổn,17/08/2024,13:44,5,422207792
10431,2654,dưỡng ổn_hộp không_hiệu lắm,13/03/2023,22:00,4,357100008
10432,1294,xài niacinamide trộm_vía ổn,5/10/2023,13:46,5,422214343
10433,433,sản_phẩm,12/12/2020,16:49,1,412800003
10434,2072,săn giá rẻ dưỡng ẩm không_khô dạng nâng tone hơi bóng nhẹ mặc dầu shop_đáo đóng_gói kỹ lắm tặng ủng_hộ shop dài yêu,30/03/2021,11:06,5,422203145
10435,2286,giá ổn cân_nhắc nắp bình_hở bình_chảy nhiều,13/02/2023,22:03,4,204000059
10436,3401,ổn không_nổi_bật,29/04/2023,18:56,3,253900007
10438,3065,hương thơm nhẹ sạch căng bóng khít lỗ chân lông,18/02/2021,9:14,5,204000033
10439,600,ẩm mịn mặt,4/2/2023,23:41,5,206400019
10440,102,srm thích_hợp dầu khô thông_srm dạng lỏng mùi nồng_bọt sạch,30/04/2020,22:26,5,201600182
10441,2468,hôm hôm xài thử mặt kiểu trắng không_mịn_hơi lợn_cợn kiểu_tả lắm kcn caryophy đánh mịn đẹp biore không_phủ phấn không_kiềm dầu bôi tí tiếng thấm_nguyên thấm_dầu dầu mùa lạnh hơi khô nhẹ không_cảm_giác ngứa_kích_ứng chủ_yếu tone kiểu bắt hơi lóa chóa kiểu dọi đèn vô không_mịn giá rẻ tuýp bự xài văn_phòng máy_lạnh không_đòi,16/10/2024,17:12,4,422203371
10442,840,chất tán không_nâng tone bôi mặt không_bóng bóng,5/12/2023,8:02,4,422210400
10443,2519,nhạy_cảm dị_ứng xài ẩm_eucerin không_hề dấu_hiệu kích_ứng_lành nhẹ dịu retinol obagi khô_sĩ liễu_kê sài đỉnh đỉnh sài tuần mịn_màng ẩm_nếp nhăn đi luôn tiếp_tục ủng_hộ eucerin,17/07/2022,12:00,5,204100070
10444,1574,xài trắng khỏe hẳn rcm thử hỗn_hợp,2/1/2024,14:22,5,422209053
10445,2206,mặt_nạ chất đầu_chất khủng_khiếp dưỡng ẩm tốt_thoáng mặt dầu_rệt xuyên mụn mịn,9/10/2022,22:08,5,422206824
10446,656,sản_phẩm tốt,16/10/2023,20:55,5,100230059
10447,4084,ê_bôi bôi vô_mắt,18/08/2023,1:50,5,256700011
10448,1302,hớp nắng_mưa không_mùa không_thích_hợp dày mỏng xài đại_sức,23/06/2022,20:48,5,253900004
10449,1083,kỹ bảng thành không_ẻm mùi ẻm mùi mùi brand_pháp mùi ẻm sạch dòng oréal xài nma tốt,5/6/2022,22:38,5,422204904
10451,1949,mặt_nạ khít bnbg cảm_giác thoải_mái đi đắp trắng yếu_rửa rít mặt ẩm ít,1/8/2024,19:28,5,422207677
10452,2679,đổ bụi trắng dính mặt phí tiền không_sử_dụng được,6/7/2021,20:20,1,243300007
10453,2365,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,13:50,5,422205162
10454,707,mùi hương_mát giá_thành ổn,28/04/2023,9:42,5,422206537
10455,3525,sản_phẩm okla mụn hẳng sạch lại,26/07/2023,16:48,4,422205820
10456,1977,chất chống nắng skin sử_dụng không_hợp sử_dụng liên_hệ điện_thoại zalo hãng hasaki luôn,22/03/2023,10:29,5,249500019
10457,1611,thâm,2/6/2022,9:09,5,422208181
10458,2401,mát giá_thành ổn,27/04/2023,15:17,5,204100019
10459,4031,ổn,5/4/2020,19:36,3,422209720
10460,975,bthg dịu xịt mát đối_ẩm bình_xịt makeup ổn,16/04/2023,14:54,2,100150058
10461,4038,dùg mask hơi dão không_ôm cương ngọc dùg_thích nhất,19/01/2021,0:34,5,365000011
10462,2514,tốt,1/3/2023,2:00,4,422206537
10463,1152,đảm sản_phẩm sử thử cảm_giác dưỡng_ẩm tốt hàng cũ mùi hương sản_phẩm xịn mịn_hợp nhạy_cảm ưng bụng gái xài hôm nhẹ_tắm luôn giá ủng_hộ,18/12/2022,11:55,5,422207865
10464,407,phâm,11/4/2023,18:45,5,422208975
10465,121,dòng sạch sâu_hợp dầu mụn_tẩy sạch êm,19/11/2023,12:07,5,205100136
10466,374,xài mê lắm,18/09/2024,12:02,5,422208977
10467,2226,mùi xỉu_dưỡng ẩm môi cực tốt màu đo đỏ mỏ lắm,7/3/2024,7:50,5,200500293
10468,367,sản_phẩm tốt phù_hợp hỗn_hợp tẩy sạch rửa sử_dụng bạn,26/10/2018,19:22,4,205100146
10469,3755,kiểu hơi dầu_lổ chân lông sần_sùi sẹo mụn_trình skin kết_hợp sản_phẩm lỗ chân_lông bắt_đầu khít bắn đầu phục_hồi mịn_hiệu lành_sẹo xài kiên_trì phục_hồi được,2/1/2020,2:59,5,345800015
10470,789,tân_bình,9/11/2021,16:20,4,422203776
10471,4074,đầu xài nổi mụn ngưng sử_dụng không_kích_ứng căng mướt nâng tone,21/01/2022,16:17,5,223600040
10472,3408,thử nóng_rát kiểu_bỏng đỡ hiệu,3/6/2021,7:10,4,422204659
10473,668,sản_phẩm vẻ không_bền_thời,30/04/2023,15:29,2,422204795
10474,2330,đỉnh hình chấm đêm,5/10/2023,11:39,5,422214339
10475,3102,không_kĩ_thành màu dính khẩu hơi bết,21/04/2022,11:42,5,201600072
10476,2330,sử_dụng_dàng thoải_mái thư giãn độ,3/5/2023,16:20,5,308500018
10477,1134,hà,2/9/2024,21:38,5,422211241
10478,1015,đỉnh mát_dịu liền,3/5/2023,20:04,5,422200236
10479,2379,sử_dụng_dàng thoải_mái thư giãn độ,29/04/2023,15:44,5,422205164
10480,813,skincare mụn ẩn_tráng đỡ,5/4/2020,16:52,5,100230056
10481,2402,sử_dụng_dàng,27/04/2023,14:12,5,308500009
10482,531,nhẹ dịu_chất sản_phẩm lỏng dầu nhạy_cảm ẩm tốt bì sang mỹ_phẩm hasaki không_hà hàng cực yêu,18/07/2021,11:52,5,253900003
10483,269,tuyệt_vời tẩy cảm_giác sảng_khoái mát_mẻ lắm sản_phẩm không_cồn phù_hợp vói hỗn_hợp thiên_dầu nhạy_cảm,1/7/2021,18:29,5,422206648
10484,1746,chê sài mụn đầu đen_rệt khít lỗ chân lông,12/5/2023,8:38,5,100240016
10485,642,tốt,9/3/2024,17:07,5,100230064
10486,196,hợp hạn_chế tình_trạng mụn_ẩn nhiên tất_sản_phẩm thử_hàm đêm_chí liên_tục không_hiện_tượng hẵng,14/07/2022,19:39,5,100220035
10487,2657,bịch đầu_tiên dày bịch mỏng dính,19/09/2022,12:09,2,422203776
10488,86,dịu nhẹ lắm hợp,12/4/2023,15:49,5,422204795
10489,3217,nguyên vỏ hộp,29/10/2024,12:55,5,201600072
10491,2400,sử_dụng_dàng thoải_mái thư giãn độ,27/04/2023,15:29,5,422205162
10492,761,vẻ lành_hợp dầu mụn giá mềm hơi thích luôn dạng hạt rửa sạch,17/03/2022,8:50,5,422214147
10493,200,hàng tặng,20/06/2022,17:29,5,422208807
10495,687,sử_dụng_dàng thư_dãng,1/5/2023,10:01,5,422205164
10496,1784,hài sản_phẩm đỡ mụn hẳn,28/01/2021,13:54,5,100220035
10497,1199,đỉnh chất lỏng sữa xài êm khả_năng kiềm kháng cực tốt quên bôi kcn tầm mặt thành_nguyên chảo dầu kết kcn chân luôn kiềm dầu_tối không_điêu đầu hơi bóng bóng tầm bắt_đầu set lớp chất mỏng không_bí không_mụn luôn phân vân_dạn liền không_hối_hận yêu,11/1/2022,22:20,5,422215804
10498,1585,ổn,30/10/2023,12:08,5,422203807
10499,1274,sản_phẩm xài dịu nhẹ sạch mùi thơm đầu_hiệu xài,4/10/2023,14:43,5,422216603
10500,336,sản_phẩm sử_dụng lắm luôn,28/02/2020,20:48,5,223600026
10501,975,bình dầu ngừa mụn mờ_nhạt lắm không_btp không_kích_ứng,15/04/2023,18:28,2,422210047
10502,1432,sản_phẩm tốt,26/10/2019,15:59,5,422211195
10503,2279,đầu_tiên tích_chất đảm_bảo_nhiên thiết_kế dạng dẹp_vẻ không_phù_hợp_tích sử_dụng tràn cocon_thể cân_nhắc_chỉnh,30/05/2024,15:21,5,422222786
10504,2002,mê ửng hồng lấp_lánh chống nắng tốt dân văn_phòng,24/11/2022,21:30,5,422203145
10506,408,sản_phẩm tốt,11/4/2023,16:38,5,204900013
10507,1742,tuyệt_vời mớu sài đêm đầu mịn hẳn mặt không_sần_sùi sợi bã nhờn nhạy_cảm nhiễm coticoi_lộ mao_mạch êm_sài obgi_vẻ tác_dụng nhsnh êm_lỗ chân lông xuất_sắc,18/08/2023,9:13,5,100220035
10508,2299,giá rẻ xài tốt mát xịt tẩy sâu ngày,19/04/2018,5:01,5,100150059
10510,120,sản_phẩm tốt toàn,19/11/2023,14:22,5,205100146
10511,1470,kiềm dầu tốt lắm,4/12/2021,12:51,5,204900159
10512,220,top thiên_khô thích hơi nồng mùi cồn_xíu không_chấp_đc nâng tông nhẹ chỗ chấm mặt khô_tán không_màu độ trắng trôi đánh_xíu phấn,18/01/2022,0:49,5,223600010
10513,1377,mặt_nạ mùi thơm nhẹ nhẹ_dưỡng chất,23/01/2024,18:32,5,422205807
10514,4040,tủ_lạnh đắp lắm luôn,1/10/2020,16:33,5,365000016
10516,845,đánh_liều mate trải_nghiệm review_hợp treatment giá mềm mặt không_nâng tone chất mỏng nhẹ thấm kiềm dầu tốt thiên_dầu hôm đi học chạy đi không_nắng lớp máy_lạnh tiếng đeo_khẩu suốt đổ xíu dầu chỗ cánh mũi môi chống tạm ổn lười viết đlắm kcn ưng thời viết,12/7/2022,13:20,5,422214321
10518,385,bì lạ_made,28/10/2023,10:08,5,422208975
10519,857,không_khô không,29/04/2024,8:45,5,422204795
10520,2653,lắm,19/08/2023,17:50,5,422203776
10521,1164,tình_cờ khánh_review thử kết đam_mê luôn nữa dạng sữa thấm hơi tone nhẹ đặc_biệt không_bết dính kiềm dầu tốt kcn cảm_giác cực_kỳ luôn giá dạng sữa hơi tốn giá_thể tuýp roche xài ổn luôn hoài hoài,2/2/2023,20:52,5,249500007
10522,2428,thử bữa hàng tặng mịn,1/6/2021,23:24,5,422205160
10523,1552,đắp mât mát,1/5/2023,22:48,5,422209795
10524,877,sản_phẩm không_nổi_bật phù_hợp cầu,26/07/2023,21:17,3,422210980
10526,695,thích hasaki sản_phẩm tẩy,29/04/2023,18:46,5,100230057
10527,2165,không_hài hoàn_toàn,23/06/2024,12:49,2,100240016
10528,2326,sử_dụng_dàng thoải_mái thư giãn độ,3/5/2023,19:38,5,308500009
10529,3601,ưng mềm môi_dưỡng ổn,24/02/2023,16:28,5,422218746
10530,1191,lắm mặt_nạ mỏng ôm khít mặt kích_ứng tróc_đắp mát_mát không_rát,10/8/2024,0:20,5,422217992
10531,1310,bết cảm_giác mặt_tán đặc_mặc dầu,25/03/2022,11:52,3,201600072
10532,816,tẩy ưng dịu nhẹ thơm_thoảng mát không_kích_ứng không_ửng đỏ_tẩy sạch,23/02/2020,13:35,5,100230056
10533,188,shop kiểm_hàng hàng tốt chống nắng mùi nồng,12/10/2022,15:28,1,422207413
10534,4435,mềm mịn,23/11/2023,12:48,4,100210014
10535,670,mùi hương_mát giá_thành ổn,4/5/2023,13:51,5,204100019
10536,321,dịu nhẹ lắm mặt,22/09/2020,19:19,5,205100137
10537,241,sạch ổn không_đổ dầu,16/10/2021,23:03,4,422204259
10538,398,hồi_kì đi liễu_sĩ xài dính rửa mặt ẩm_mịn dần_khỏe hẳn_mê sự,27/05/2023,8:16,5,422208972
10539,2369,sử_dụng kiềm dầu tốt cảm_giác thoải_mái,30/04/2023,11:24,5,308500037
10540,1788,sản_phẩm trưa hàng lắm giá ủng_hộ hasaki,28/11/2020,18:16,5,100220035
10541,2464,chất tốt phù_hợp dầu,26/08/2019,11:03,5,308500004
10542,346,sử_dụng tẩy sạch mascara trôi siêu_lì thích lắm giá_thành hợp_lí nữa,12/10/2019,13:43,5,422208807
10543,3721,tẩy sạch không_hợp lắm mụn,17/07/2022,21:38,4,377400001
10544,4281,cảm_giác mát_lạnh bôi kiểu trôi nhẹ đi,29/10/2022,0:18,5,422207807
10545,1185,bôi không_vón ẩm_kiềm dầu tốt bôi không_vón thích,25/06/2022,12:49,5,422217292
10546,686,thích hasaki_phẩm tẩy,30/04/2023,18:39,5,200400003
10547,1482,sản_phẩm dịu nhẹ xài,22/05/2021,10:34,5,422210784
10548,2885,hợp hơi tone_xí ổn shop hàng hàng cực,27/01/2021,17:51,5,422202580
10549,1395,xài sản_phẩm căng mướt khít lỗ chân lông dầu,30/09/2021,11:50,5,422220469
10550,3973,hỗn_hợp sài thích sự đỡ đỏ đổ dầu lỗ chân_lông nhiều tích sài tiền,5/5/2022,12:37,5,422201366
10552,1120,tuyệt_vời mặt_trời toner mặt_nạ bí_đao tặng srm_tẩy tặng hời,19/04/2021,9:25,5,422201504
10553,77,sạch,12/12/2020,21:56,5,422211447
10554,1563,không_hạn,17/03/2022,13:36,4,211300007
10555,692,thích hasaki sản_phẩm tẩy,30/04/2023,18:31,5,100230056
10556,2352,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,10:05,5,422202253
10557,1394,sản_phẩm lỗi nghiêm nhận,26/04/2021,15:03,1,256700017
10558,211,xài không_châm chích mát không_chống nắng,23/03/2022,21:27,5,422211446
10559,1381,dầu mụn xài bình bóng bóng không_tiết_dầu lớp_màng khả_năng dịu phục_hồi xài được,3/3/2022,10:46,4,318900019
10560,2670,dập mép hàng shiper,28/12/2021,11:42,3,422203809
10561,3163,nhạy_cảm_kích_ứng xài điện_thoại,25/12/2022,8:17,5,345800001
10562,2371,sử_dụng_dàng thoải_mái thư giãn độ,29/04/2023,19:51,5,308500018
10563,1403,sản_phẩm tốt,27/11/2020,14:57,5,422220469
10564,237,hẹn đóng_gói lắm,24/11/2021,11:12,5,422211446
10565,182,tẩy sạch toàn dầu nhờn dầu lắm hôm vội kịp tẩy mặt dầu lắm luôn,15/09/2022,12:12,5,422208807
10566,679,thích hasaki sản_phẩm tẩy,1/5/2023,18:36,5,200400004
10567,689,thích hasaki sản_phẩm tẩy,30/04/2023,18:34,5,100230057
10568,3347,trắng tươi trẻ,5/12/2023,11:46,5,422205152
10569,708,sản_phẩm tốt,28/04/2023,8:24,5,200400003
10571,1448,dịu không_kích_ứng định đổi srm luôn,9/4/2023,20:45,5,422210784
10572,2193,hàng_không hài_chất,15/03/2020,15:10,2,100240016
10573,429,kcn lảoch không_chê uoi dầu mụn_xài lắm không_bít_tắc cảm_giác nhờn xài xài,9/8/2024,8:10,5,204900013
10574,2451,mặt_nạ đầu sử_dụng sợ dị_ứng cười liều đắp thử ngờ,14/04/2020,22:13,5,308500013
10575,2319,mùi hương_mát giá_thành ổn,4/5/2023,16:34,5,422206537
10576,2429,mặt_nạ giá rẽ sử_dụng tốt đắp lướt_giãn,1/6/2021,14:12,5,422205162
10577,182,giá mụn mụn nhân_rệt mụn thâm_tác_dụng chậm,13/08/2022,18:48,5,422213308
10578,3784,dưỡng đêm tặng mẫu thử trộm_vía hợp_hiệu rõ,10/12/2021,21:55,1,422204902
10579,1,không_dồn viền_ép kĩ không_không cứng không_sát mặt mặt mặt sần_tẩy mặt skincare mặt,2/11/2024,0:29,5,422212331
10580,2295,giá bấm giỏ hàng,5/1/2020,21:39,4,100150059
10581,3938,không_đặc_biệt ấn_tượng,5/11/2022,20:58,3,318900011
10582,2075,sản_phẩm thấm_sài tốt đợt tặng scrunchies thích,6/12/2020,14:32,5,249500028
10583,1526,sản_phẩm_chất,22/02/2024,20:43,5,211300007
10584,812,dày hút lắm xài hơi giá_thành rẻ không_dính mặt,18/05/2020,20:48,4,243300007
10585,2516,sản_phẩm dầu_sài kiểm_dầu đỉnh,2/2/2023,18:32,5,204100019
10586,1729,mùi,20/11/2023,12:02,5,422206043
10587,184,tẩy sạch,4/9/2022,19:53,5,205100146
10588,792,ổn nhạy_cảm xài hơi không_thích mùi hắc lắm,2/4/2021,0:30,4,308500013
10589,2177,đầu tập skincare_ngại sản_phẩm giá rẻ,16/08/2021,19:03,5,211300002
10590,139,tuần sử_dụng ưng sản_phẩm tẩy dịu nhẹ_tẩy cảm_giác sạch mùi hơi mùi chống nắng hơi vón nhẹ mặt,12/9/2023,14:58,4,422212330
10591,840,mùi hương_mát giá_thành ổn,30/04/2023,20:23,5,204100054
10592,237,hẹn đóng_gói lắm,24/11/2021,11:12,5,205100136
10593,1139,xài thích cực luôn xài xài hẳn sướng lắm xài viết rcm tiếp,19/03/2024,22:59,5,422218631
10594,790,sữa rửa mặt sử_dụng siêu_thích lắm xài thời cảm_vẻ đỡ mụn,20/06/2021,21:11,5,422211195
10595,117,tiach lâu,1/8/2018,8:17,5,223600009
10596,2414,màu chuyên dầu mụn cồn đầu bảng thành nhạy_cảm dị_ứng cồn cân_nhắc mùi nồng lắm hơi hơi nóng tác_dụng hôm mặt đẩy cồi mụn mụn ẩn_ẩm,9/2/2022,23:25,4,308500004
10597,244,cực thích_hợp dầu đổ dầu thử_dưỡng rít ngr dậy bóng_loáng mặt sản_phẩm thích_hợp hằn mặt dầu hẳn thời đánh_giá tiếp,5/8/2021,22:49,5,422207826
10598,307,sản phảm sài tốt hàng,2/1/2021,11:36,5,422206648
10599,1453,dầu srm rửa sạch sâu khô_bênh cánh mũi nguyên mặt căng,20/08/2022,11:48,3,204900128
10600,2370,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,10:19,5,422202253
10601,2291,nổi mụn không,23/09/2020,12:51,3,204000059
10602,3083,svr cũ mụn svr_đổi công_thức bha mụn viêm không_nhân mãi bioderma xài,14/04/2024,17:18,5,422211389
10603,3303,chỗ vết thâm_mờ dầu aply hơi bóng_rít ấm nóng sản_phẩm kỹ nắng đêm,18/08/2020,15:15,5,214000001
10604,2380,sử_dụng_dàng thoải_mái thư,29/04/2023,15:44,5,308500009
